,price
33412,82.0
35912,82.0
52476,82.0
38914,82.0
44010,82.0
52503,82.0
48075,82.0
28497,82.0
37821,82.0
51062,82.0
26551,82.0
38962,82.0
33404,82.0
40978,82.0
29875,82.0
31879,82.0
43894,82.0
33576,82.0
47455,82.0
26680,82.0
37325,82.0
44538,82.0
49824,82.0
42203,82.0
35227,82.0
44543,82.0
47384,82.0
39481,82.0
45376,82.0
43582,82.0
25822,82.0
37604,82.0
42005,82.0
32735,82.0
46095,82.0
39805,82.0
34174,82.0
34289,82.0
50210,82.0
46070,82.0
47265,82.0
30760,82.0
40165,82.0
36930,82.0
30818,82.0
31725,82.0
41780,82.0
35239,82.0
46345,82.0
32923,82.0
38302,82.0
38427,82.0
37598,82.0
34510,82.0
39733,82.0
30349,82.0
43587,82.0
37481,82.0
42087,82.0
50863,82.0
41855,82.0
36766,82.0
36464,82.0
47121,82.0
37553,82.0
42139,82.0
39759,82.0
38289,82.0
39761,82.0
37576,82.0
46089,82.0
50834,82.0
38423,82.0
35371,82.0
44904,82.0
45326,82.0
42035,82.0
34353,82.0
38020,82.0
30732,82.0
37366,82.0
44947,82.0
32770,82.0
38079,82.0
39835,82.0
43695,82.0
44521,82.0
30707,82.0
36489,82.0
39942,82.0
48511,82.0
50810,82.0
41613,82.0
33479,82.0
32747,82.0
42322,82.0
41760,82.0
41758,82.0
39842,82.0
50733,82.0
43613,82.0
48473,82.0
47248,82.0
36286,82.0
41473,82.0
41698,82.0
44732,82.0
29510,82.0
50817,82.0
39635,82.0
41679,82.0
35076,82.0
42351,82.0
47447,82.0
35110,82.0
47449,82.0
38015,82.0
35244,82.0
31464,82.0
43553,82.0
40073,81.99000000000001
50363,81.99000000000001
36984,81.99000000000001
36981,81.99000000000001
51819,81.99000000000001
39871,81.99000000000001
41869,81.99000000000001
35846,81.99000000000001
44101,81.99000000000001
41297,81.99000000000001
55087,81.99000000000001
38054,81.99000000000001
38051,81.99000000000001
41879,81.94999999999999
35856,81.94999999999999
44152,81.9
35880,81.80000000000001
48785,81.76999999999998
33217,81.75
47699,81.5
52154,81.5
47607,81.5
44830,81.5
50649,81.45999999999998
46816,81.36000000000001
38264,81.32999999999998
38946,81.30000000000001
31295,81.25
38948,81.03
41333,81.01999999999998
47349,81.0
38548,81.0
49132,81.0
46143,81.0
52482,81.0
35454,81.0
49131,81.0
36618,81.0
34514,81.0
52481,81.0
37333,81.0
41498,81.0
46071,81.0
41901,81.0
40993,81.0
50286,81.0
34921,81.0
45982,81.0
35462,81.0
38980,81.0
34322,81.0
50515,81.0
26619,81.0
40945,81.0
39703,81.0
33933,81.0
43733,81.0
25050,81.0
37808,81.0
36893,81.0
44861,81.0
50270,81.0
45417,81.0
42862,81.0
43026,81.0
45716,81.0
45141,81.0
51582,81.0
40824,81.0
44728,81.0
45147,81.0
39978,81.0
49273,81.0
47909,81.0
51282,81.0
41599,81.0
38711,81.0
29159,81.0
47256,81.0
41772,81.0
36877,81.0
36271,81.0
47222,81.0
37380,81.0
40760,81.0
43292,81.0
33230,81.0
35312,81.0
43308,81.0
33227,81.0
30396,81.0
40697,81.0
50753,81.0
38625,81.0
30124,81.0
51966,81.0
45875,81.0
45711,81.0
41548,81.0
49833,81.0
41857,81.0
30335,81.0
44280,81.0
34880,81.0
37858,81.0
56054,81.0
50791,81.0
37472,81.0
36118,81.0
43101,81.0
40571,81.0
26546,81.0
44264,81.0
43667,81.0
46125,81.0
43167,81.0
47753,81.0
43125,81.0
51262,81.0
41809,81.0
39786,81.0
36241,81.0
39790,81.0
35363,81.0
36381,81.0
45946,81.0
37888,81.0
36828,81.0
45707,81.0
31068,81.0
34489,81.0
34426,81.0
50104,81.0
39403,81.0
42156,81.0
41114,81.0
38229,81.0
35519,81.0
44590,81.0
40366,81.0
37717,81.0
33721,81.0
43585,81.0
33326,81.0
35753,81.0
39405,81.0
40377,81.0
41098,81.0
38504,81.0
36313,81.0
33630,81.0
40383,81.0
46038,81.0
55705,81.0
38272,81.0
42336,81.0
44607,81.0
44613,81.0
26512,81.0
54689,81.0
32413,81.0
40254,81.0
42304,81.0
48868,81.0
40456,81.0
39509,81.0
35581,81.0
46035,81.0
43763,81.0
41669,81.0
48913,81.0
50217,81.0
35132,81.0
39474,81.0
30098,81.0
34071,81.0
48197,81.0
42602,81.0
50619,81.0
29060,81.0
31344,81.0
39498,81.0
32926,81.0
44571,81.0
48929,81.0
47378,81.0
45542,81.0
34057,81.0
48184,81.0
45797,81.0
44478,81.0
32983,81.0
50935,81.0
46744,81.0
42543,81.0
39337,81.0
53608,81.0
49843,81.0
40452,81.0
42354,81.0
44372,81.0
41024,81.0
45072,81.0
40418,81.0
43886,81.0
50523,81.0
44378,81.0
45023,81.0
40212,81.0
39621,81.0
45238,81.0
47047,81.0
37780,81.0
41049,81.0
51026,81.0
37650,81.0
35491,81.0
37177,81.0
40435,81.0
45606,81.0
39375,81.0
42816,81.0
44487,81.0
46259,81.0
38506,81.0
36235,81.0
54681,81.0
44369,81.0
47371,81.0
39334,81.0
41254,81.0
43546,81.0
38817,80.99000000000001
40481,80.99000000000001
47485,80.99000000000001
44055,80.99000000000001
41870,80.99000000000001
44088,80.99000000000001
50408,80.94999999999999
46574,80.94999999999999
46578,80.9
40484,80.9
48782,80.85
46850,80.69
44165,80.5
46782,80.5
40517,80.5
47616,80.5
38891,80.44
39914,80.37
40546,80.35
40532,80.35
38075,80.28999999999999
44957,80.0
41595,80.0
41665,80.0
53044,80.0
28965,80.0
48231,80.0
43515,80.0
28969,80.0
51728,80.0
48234,80.0
48278,80.0
44747,80.0
43551,80.0
48818,80.0
43679,80.0
41630,80.0
50483,80.0
49964,80.0
45872,80.0
41733,80.0
48463,80.0
42327,80.0
45883,80.0
52014,80.0
45480,80.0
44787,80.0
43794,80.0
49366,80.0
48312,80.0
51950,80.0
42478,80.0
45153,80.0
41692,80.0
41689,80.0
49648,80.0
46362,80.0
45733,80.0
42414,80.0
41188,80.0
40791,80.0
40796,80.0
45472,80.0
47464,80.0
41017,80.0
45212,80.0
42261,80.0
51945,80.0
42046,80.0
40948,80.0
44405,80.0
42729,80.0
52511,80.0
45796,80.0
42948,80.0
45658,80.0
44025,80.0
42081,80.0
52771,80.0
43446,80.0
42979,80.0
46139,80.0
47322,80.0
44295,80.0
44701,80.0
44335,80.0
29646,80.0
44011,80.0
43736,80.0
48109,80.0
49078,80.0
49098,80.0
47640,80.0
46170,80.0
47366,80.0
41041,80.0
44388,80.0
45029,80.0
42002,80.0
45223,80.0
46251,80.0
49604,80.0
49444,80.0
41057,80.0
41059,80.0
43016,80.0
43435,80.0
52784,80.0
45536,80.0
42169,80.0
45777,80.0
47978,80.0
41120,80.0
44568,80.0
43400,80.0
43154,80.0
52222,80.0
43124,80.0
30887,80.0
47289,80.0
42575,80.0
40840,80.0
48523,80.0
46958,80.0
30177,80.0
48551,80.0
46470,80.0
49200,80.0
44995,80.0
48986,80.0
43034,80.0
46306,80.0
40914,80.0
48060,80.0
47118,80.0
45110,80.0
45550,80.0
46478,80.0
49999,80.0
45301,80.0
43424,80.0
41847,80.0
41109,80.0
44419,80.0
42667,80.0
44961,80.0
47864,80.0
36378,80.0
33961,80.0
31840,80.0
38576,80.0
38113,80.0
35740,80.0
38362,80.0
40109,80.0
55802,80.0
33996,80.0
37512,80.0
32361,80.0
40638,80.0
37465,80.0
37420,80.0
37396,80.0
33880,80.0
35994,80.0
39959,80.0
36028,80.0
36060,80.0
33783,80.0
35503,80.0
32649,80.0
35427,80.0
35375,80.0
40631,80.0
34966,80.0
32515,80.0
38465,80.0
31950,80.0
37842,80.0
34580,80.0
32556,80.0
35109,80.0
31205,80.0
31207,80.0
37756,80.0
35238,80.0
40362,80.0
34411,80.0
34400,80.0
34399,80.0
40349,80.0
34374,80.0
33769,80.0
36106,80.0
36128,80.0
39340,80.0
38686,80.0
36574,80.0
36594,80.0
59599,80.0
33103,80.0
38736,80.0
37036,80.0
33356,80.0
39371,80.0
38709,80.0
39386,80.0
36744,80.0
33169,80.0
39397,80.0
39408,80.0
39455,80.0
36810,80.0
38189,80.0
39434,80.0
37063,80.0
32331,80.0
37321,80.0
38745,80.0
32911,80.0
36226,80.0
36231,80.0
39813,80.0
33671,80.0
36267,80.0
36294,80.0
37245,80.0
36304,80.0
39278,80.0
37205,80.0
39665,80.0
39652,80.0
33013,80.0
33486,80.0
39628,80.0
37126,80.0
38678,80.0
39613,80.0
37921,80.0
33955,80.0
34867,80.0
37933,80.0
37960,80.0
34802,80.0
37954,80.0
34816,80.0
35847,79.99000000000001
44677,79.99000000000001
37459,79.99000000000001
53199,79.99000000000001
35854,79.99000000000001
44075,79.99000000000001
38808,79.99000000000001
51850,79.99000000000001
37453,79.99000000000001
40096,79.95999999999998
39896,79.94999999999999
44137,79.94999999999999
35858,79.94999999999999
35857,79.94999999999999
44823,79.92000000000002
45437,79.9
40593,79.9
56768,79.8
55170,79.5
53290,79.5
53420,79.5
38261,79.5
46808,79.5
44880,79.5
52261,79.5
38137,79.47999999999999
48961,79.47
41434,79.4
40545,79.35
40535,79.35
40529,79.35
40611,79.11000000000001
40077,79.1
37981,79.0
37367,79.0
51384,79.0
50273,79.0
37809,79.0
37369,79.0
47838,79.0
45677,79.0
36017,79.0
37017,79.0
43229,79.0
41016,79.0
28572,79.0
37560,79.0
46435,79.0
38414,79.0
42623,79.0
51577,79.0
52364,79.0
43792,79.0
52131,79.0
34343,79.0
46820,79.0
44311,79.0
35028,79.0
31975,79.0
37528,79.0
51653,79.0
52629,79.0
37337,79.0
28777,79.0
41368,79.0
36111,79.0
42758,79.0
37571,79.0
45561,79.0
33785,79.0
48260,79.0
42596,79.0
51067,79.0
33802,79.0
39363,79.0
36559,79.0
47394,79.0
37062,79.0
34590,79.0
32711,79.0
42922,79.0
47126,79.0
40755,79.0
32853,79.0
39967,79.0
45616,79.0
41101,79.0
28465,79.0
35336,79.0
45604,79.0
43359,79.0
34011,79.0
35234,79.0
37552,79.0
48425,79.0
42686,79.0
38348,79.0
37746,79.0
42720,79.0
44637,79.0
48503,79.0
47879,79.0
38226,79.0
49096,79.0
37509,79.0
37511,79.0
55249,79.0
38606,79.0
35317,79.0
34391,79.0
41472,79.0
41121,79.0
42371,79.0
32739,79.0
38180,79.0
43366,79.0
40089,79.0
43430,79.0
42877,79.0
56945,79.0
37797,79.0
37054,79.0
41030,79.0
49241,79.0
39973,79.0
43903,79.0
39975,79.0
50747,79.0
53453,79.0
37048,79.0
35954,79.0
44630,79.0
27321,79.0
29834,79.0
40313,79.0
41151,79.0
39487,79.0
45278,79.0
47357,79.0
48530,79.0
37790,79.0
41056,79.0
38781,79.0
39165,79.0
31690,79.0
44373,79.0
29092,79.0
50046,79.0
47848,79.0
50239,79.0
45205,79.0
43749,79.0
48242,79.0
34627,79.0
49938,79.0
31922,79.0
45006,79.0
43947,79.0
29283,79.0
49903,79.0
38505,79.0
30740,79.0
40859,79.0
36336,79.0
39052,79.0
33597,79.0
39343,79.0
27656,79.0
43415,79.0
47908,79.0
34691,79.0
41854,79.0
40672,79.0
46256,79.0
42019,79.0
38389,79.0
49625,79.0
38728,79.0
31749,79.0
43879,79.0
49601,79.0
42162,79.0
40199,79.0
34964,79.0
30607,79.0
32495,79.0
38664,79.0
39611,79.0
38472,79.0
35534,79.0
39623,79.0
33028,79.0
37958,79.0
32671,79.0
48037,79.0
38470,79.0
45055,79.0
45051,79.0
42458,79.0
29840,79.0
30712,79.0
45037,79.0
55648,79.0
45904,79.0
40225,79.0
40827,79.0
45025,79.0
49769,79.0
41239,79.0
41274,79.0
42480,79.0
45944,79.0
41278,79.0
39603,79.0
44212,79.0
36835,79.0
38385,79.0
37934,79.0
44466,79.0
44551,79.0
43983,79.0
35685,79.0
36233,79.0
27605,79.0
40748,79.0
44283,79.0
53961,79.0
43094,79.0
51092,79.0
43559,79.0
46210,79.0
54001,79.0
40935,79.0
32910,79.0
35012,79.0
46222,79.0
36188,79.0
41347,79.0
44302,79.0
36162,79.0
37329,79.0
42947,79.0
39411,79.0
46252,79.0
47516,79.0
33342,79.0
47211,79.0
35645,79.0
36829,79.0
31519,79.0
37923,79.0
37286,79.0
45374,79.0
44468,79.0
49557,79.0
38140,79.0
46147,79.0
39583,79.0
43135,79.0
47076,79.0
43195,79.0
59265,78.99000000000001
46552,78.99000000000001
55067,78.99000000000001
46554,78.99000000000001
38846,78.99000000000001
32845,78.99000000000001
53204,78.98000000000002
35865,78.94999999999999
38063,78.94999999999999
44149,78.94999999999999
46814,78.5
50506,78.5
48793,78.42
44168,78.37
37543,78.35
38175,78.35
50697,78.00999999999999
33992,78.0
42735,78.0
41342,78.0
33337,78.0
38577,78.0
43247,78.0
38110,78.0
46882,78.0
38355,78.0
44511,78.0
31143,78.0
44578,78.0
43387,78.0
46970,78.0
41456,78.0
37616,78.0
43872,78.0
44622,78.0
46942,78.0
39104,78.0
45521,78.0
42771,78.0
30548,78.0
50100,78.0
46849,78.0
52692,78.0
40108,78.0
41336,78.0
54636,78.0
40767,78.0
42363,78.0
41388,78.0
37554,78.0
42353,78.0
45538,78.0
51450,78.0
46930,78.0
39065,78.0
39361,78.0
48901,78.0
42137,78.0
50937,78.0
37535,78.0
35805,78.0
37608,78.0
44789,78.0
41474,78.0
43757,78.0
46078,78.0
37265,78.0
46085,78.0
37955,78.0
33451,78.0
36291,78.0
33643,78.0
42528,78.0
50629,78.0
41803,78.0
46129,78.0
43311,78.0
46146,78.0
36243,78.0
33676,78.0
46165,78.0
33678,78.0
46184,78.0
53143,78.0
51323,78.0
42040,78.0
45729,78.0
30770,78.0
46213,78.0
54020,78.0
36544,78.0
44888,78.0
39770,78.0
41841,78.0
42513,78.0
53765,78.0
39620,78.0
42433,78.0
36479,78.0
40684,78.0
42445,78.0
43184,78.0
43804,78.0
49892,78.0
42000,78.0
43780,78.0
33002,78.0
37193,78.0
41898,78.0
53075,78.0
39604,78.0
45955,78.0
38142,78.0
31761,78.0
49901,78.0
37201,78.0
39715,78.0
36335,78.0
51535,78.0
46033,78.0
38274,78.0
39756,78.0
28986,78.0
33437,78.0
42118,78.0
52980,78.0
45669,78.0
50752,78.0
45660,78.0
33891,78.0
40003,78.0
40006,78.0
34840,78.0
45201,78.0
41566,78.0
36609,78.0
38693,78.0
43151,78.0
45204,78.0
36616,78.0
38491,78.0
42676,78.0
45624,78.0
33943,78.0
45623,78.0
45621,78.0
44698,78.0
41499,78.0
40060,78.0
55873,78.0
42114,78.0
42700,78.0
38338,78.0
33874,78.0
38310,78.0
37384,78.0
39933,78.0
36139,78.0
36550,78.0
41706,78.0
39224,78.0
43739,78.0
49391,78.0
30402,78.0
46317,78.0
39216,78.0
55953,78.0
34834,78.0
39930,78.0
49334,78.0
31657,78.0
45702,78.0
46374,78.0
30807,78.0
43944,78.0
37359,78.0
41634,78.0
42068,78.0
40756,78.0
36025,78.0
39183,78.0
43822,78.0
37648,78.0
45227,78.0
31727,78.0
43140,78.0
40940,78.0
55013,78.0
41169,78.0
47539,78.0
40293,78.0
40298,78.0
47768,78.0
52494,78.0
43909,78.0
25326,78.0
37830,78.0
38442,78.0
40959,78.0
36818,78.0
42845,78.0
40716,78.0
47170,78.0
44282,78.0
27642,78.0
41206,78.0
43882,78.0
45303,78.0
36709,78.0
38467,78.0
34313,78.0
34687,78.0
48131,78.0
32509,78.0
40565,78.0
42840,78.0
28592,78.0
55030,78.0
34666,78.0
44456,78.0
40902,78.0
34984,78.0
38913,78.0
40317,78.0
40970,78.0
35048,78.0
43893,78.0
43594,78.0
43025,78.0
36944,78.0
43595,78.0
34546,78.0
41091,78.0
40390,78.0
50236,78.0
48504,78.0
35229,78.0
40401,78.0
43436,78.0
54891,78.0
42319,78.0
41051,78.0
48359,78.0
36783,78.0
42904,78.0
41026,78.0
51695,78.0
43935,78.0
33163,78.0
42864,78.0
27858,78.0
25546,78.0
35063,78.0
40698,78.0
44331,78.0
40789,78.0
30360,78.0
35272,78.0
34448,78.0
38952,78.0
43616,78.0
53329,78.0
47080,78.0
25199,78.0
42825,78.0
40829,78.0
45358,78.0
48121,78.0
47046,78.0
41223,78.0
35451,78.0
44227,78.0
45495,78.0
40849,78.0
35496,78.0
45228,78.0
42278,78.0
32640,78.0
48631,78.0
47637,78.0
34734,78.0
41222,78.0
46991,78.0
50335,78.0
48057,78.0
43532,78.0
41425,77.99000000000001
47482,77.99000000000001
46533,77.99000000000001
46541,77.99000000000001
39877,77.99000000000001
40035,77.99000000000001
38816,77.99000000000001
44754,77.99000000000001
44058,77.99000000000001
32796,77.99000000000001
35834,77.99000000000001
39874,77.99000000000001
53178,77.99
47495,77.98
44121,77.97
46564,77.95
44128,77.95
32228,77.94999999999999
48756,77.94999999999999
44132,77.94999999999999
46566,77.94999999999999
47500,77.9
46579,77.9
41320,77.85
38183,77.80000000000001
35875,77.80000000000001
45389,77.75
27330,77.74000000000001
46904,77.63
55782,77.55
46810,77.5
46775,77.5
44781,77.35
41619,77.0
38429,77.0
38631,77.0
45322,77.0
40987,77.0
42463,77.0
42919,77.0
44205,77.0
35112,77.0
39349,77.0
53643,77.0
55330,77.0
50277,77.0
47423,77.0
55914,77.0
35101,77.0
31891,77.0
51802,77.0
51711,77.0
37178,77.0
41007,77.0
49324,77.0
53734,77.0
42233,77.0
36586,77.0
44809,77.0
38770,77.0
46042,77.0
33860,77.0
32481,77.0
41585,77.0
39626,77.0
36468,77.0
38244,77.0
40438,77.0
48330,77.0
39321,77.0
47721,77.0
44361,77.0
33506,77.0
26698,77.0
34525,77.0
38322,77.0
40017,77.0
61181,77.0
42660,77.0
43596,77.0
37417,77.0
50023,77.0
38126,77.0
39170,77.0
48328,77.0
56495,77.0
53658,77.0
41987,77.0
49810,77.0
46468,77.0
44190,77.0
29961,77.0
40677,77.0
33873,77.0
34789,77.0
36500,77.0
45827,77.0
41035,77.0
37053,77.0
49233,77.0
51815,77.0
39559,77.0
50325,77.0
42932,77.0
39213,77.0
48160,77.0
36290,77.0
46103,77.0
44938,77.0
47642,77.0
49571,77.0
48172,77.0
42028,77.0
24271,77.0
43529,77.0
39808,77.0
48185,77.0
42487,77.0
42254,77.0
45973,77.0
38482,77.0
45293,77.0
38278,77.0
52314,77.0
52485,77.0
46007,77.0
43809,77.0
41765,77.0
44247,77.0
34940,77.0
46046,77.0
38755,77.0
43910,77.0
42993,77.0
36328,77.0
40879,77.0
49623,77.0
37254,77.0
41837,77.0
46073,77.0
42495,77.0
34954,77.0
50316,77.0
41830,77.0
39772,77.0
39774,77.0
41826,77.0
38466,77.0
49509,77.0
38665,77.0
60015,77.0
36551,77.0
43737,77.0
38239,77.0
50567,77.0
44859,77.0
42411,77.0
47691,77.0
36110,77.0
50674,77.0
34616,77.0
38765,77.0
43995,77.0
54982,77.0
36088,77.0
38940,77.0
43335,77.0
48254,77.0
39921,77.0
28915,77.0
29304,77.0
40968,77.0
48073,77.0
46199,77.0
45284,77.0
40922,77.0
48089,77.0
32172,77.0
51493,77.0
47535,77.0
45135,77.0
34731,77.0
39579,77.0
39576,77.0
49457,77.0
42047,77.0
52500,77.0
37334,77.0
42477,77.0
40954,77.0
45016,77.0
42937,77.0
30283,77.0
41707,77.0
37313,77.0
44496,77.0
33975,77.0
35644,77.0
31369,77.0
48491,77.0
32119,77.0
42717,77.0
40766,77.0
41213,77.0
34361,77.0
60928,77.0
54619,77.0
43633,77.0
44541,77.0
42370,77.0
44643,77.0
48527,77.0
43045,77.0
37682,77.0
37611,77.0
38345,77.0
38386,77.0
36650,77.0
38119,77.0
42373,77.0
40352,77.0
46663,77.0
29112,77.0
35498,77.0
39395,77.0
44525,77.0
48462,77.0
35295,77.0
34425,77.0
43864,77.0
32117,77.0
46723,77.0
48911,77.0
40160,77.0
39091,77.0
37569,77.0
54551,77.0
53367,77.0
44591,77.0
44462,77.0
44448,77.0
42091,77.0
35410,77.0
26760,77.0
45555,77.0
37564,77.0
40173,77.0
34324,77.0
34119,77.0
35373,77.0
44608,77.0
54587,77.0
46757,77.0
42186,77.0
40268,77.0
39362,77.0
47142,77.0
35365,77.0
38601,77.0
47081,77.0
44618,77.0
42852,77.0
48624,77.0
37624,77.0
32115,77.0
47017,77.0
46969,77.0
36772,77.0
33331,77.0
42381,77.0
45513,77.0
44493,77.0
27121,77.0
46613,77.0
35569,77.0
32098,77.0
44024,77.0
38099,77.0
40762,77.0
43130,77.0
43614,77.0
47313,77.0
49137,77.0
36629,77.0
41268,77.0
50238,77.0
38327,77.0
39154,77.0
47285,77.0
50051,77.0
44171,77.0
45497,77.0
45632,77.0
38568,77.0
49106,77.0
33134,77.0
46522,76.99000000000001
41290,76.99000000000001
48722,76.99000000000001
41287,76.99000000000001
46512,76.99000000000001
44106,76.99000000000001
35838,76.99000000000001
34315,76.99000000000001
39885,76.99000000000001
44085,76.99000000000001
50640,76.94999999999999
44133,76.94999999999999
41314,76.94999999999999
44130,76.94999999999999
32224,76.94999999999999
51886,76.94999999999999
48950,76.80000000000001
44683,76.75
50642,76.69999999999999
47694,76.69999999999999
38258,76.69999999999999
49053,76.64
45346,76.56
41510,76.5
44764,76.5
47660,76.5
44770,76.5
40516,76.5
46807,76.5
40537,76.35
38855,76.28
53586,76.25
41442,76.1
37634,76.0
50948,76.0
41195,76.0
29581,76.0
44450,76.0
45544,76.0
41378,76.0
41345,76.0
51137,76.0
50184,76.0
41193,76.0
40806,76.0
33469,76.0
50138,76.0
46127,76.0
56138,76.0
33659,76.0
36710,76.0
36279,76.0
39028,76.0
37936,76.0
52300,76.0
34671,76.0
39587,76.0
44577,76.0
37583,76.0
37124,76.0
38108,76.0
41796,76.0
43419,76.0
37872,76.0
34961,76.0
49926,76.0
41255,76.0
39779,76.0
38704,76.0
42837,76.0
42147,76.0
36298,76.0
37138,76.0
39598,76.0
42184,76.0
40875,76.0
24386,76.0
40644,76.0
30930,76.0
40843,76.0
49878,76.0
38838,76.0
48651,76.0
47682,76.0
40835,76.0
39048,76.0
41936,76.0
43917,76.0
39684,76.0
30914,76.0
36686,76.0
51944,76.0
44531,76.0
43009,76.0
49774,76.0
47968,76.0
48059,76.0
40718,76.0
39055,76.0
56848,76.0
45898,76.0
34903,76.0
42466,76.0
43805,76.0
45778,76.0
36453,76.0
37289,76.0
45063,76.0
51531,76.0
36462,76.0
44244,76.0
53307,76.0
40872,76.0
40267,76.0
39038,76.0
36520,76.0
35669,76.0
45532,76.0
40220,76.0
42992,76.0
43971,76.0
46027,76.0
34938,76.0
52126,76.0
47716,76.0
48048,76.0
54616,76.0
32987,76.0
32434,76.0
42813,76.0
49817,76.0
29939,76.0
55217,76.0
37170,76.0
34701,76.0
45997,76.0
32498,76.0
35913,76.0
35384,76.0
37292,76.0
44173,76.0
60055,76.0
52939,76.0
33817,76.0
39945,76.0
39566,76.0
41000,76.0
44820,76.0
30854,76.0
42582,76.0
51979,76.0
45407,76.0
41003,76.0
44792,76.0
46660,76.0
42621,76.0
50002,76.0
49087,76.0
47446,76.0
46672,76.0
47216,76.0
52946,76.0
40974,76.0
43728,76.0
32167,76.0
33774,76.0
40102,76.0
36089,76.0
41784,76.0
45461,76.0
31858,76.0
43035,76.0
39005,76.0
42312,76.0
36069,76.0
47215,76.0
36649,76.0
43605,76.0
45283,76.0
43600,76.0
39002,76.0
49142,76.0
40394,76.0
45659,76.0
37047,76.0
51288,76.0
54265,76.0
39399,76.0
35930,76.0
42657,76.0
33395,76.0
42089,76.0
47316,76.0
54868,76.0
44374,76.0
44402,76.0
39987,76.0
39477,76.0
31123,76.0
36642,76.0
52531,76.0
44343,76.0
38410,76.0
36639,76.0
38129,76.0
39475,76.0
46467,76.0
52583,76.0
35242,76.0
38859,76.0
41032,76.0
41092,76.0
42376,76.0
45196,76.0
33307,76.0
46338,76.0
51645,76.0
31353,76.0
43079,76.0
39843,76.0
47541,76.0
35376,76.0
29143,76.0
50482,76.0
44903,76.0
30107,76.0
43760,76.0
45477,76.0
33706,76.0
48980,76.0
41404,76.0
47529,76.0
36669,76.0
52496,76.0
50977,76.0
45168,76.0
41761,76.0
41762,76.0
38276,76.0
44277,76.0
42034,76.0
40792,76.0
49528,76.0
38722,76.0
40148,76.0
28079,76.0
38654,76.0
49514,76.0
39092,76.0
35387,76.0
39830,76.0
34652,76.0
32156,76.0
47926,76.0
49463,76.0
42912,76.0
46258,76.0
42311,76.0
46735,76.0
44617,76.0
43675,76.0
49414,76.0
41419,76.0
35780,76.0
44429,76.0
35772,76.0
42048,76.0
32354,76.0
33200,75.99000000000001
35849,75.99000000000001
38056,75.99000000000001
39886,75.99000000000001
44097,75.99000000000001
40482,75.94999999999999
48760,75.9
64065,75.88
39899,75.85
36031,75.77000000000001
49178,75.76999999999998
34504,75.63
31258,75.5
26853,75.5
36044,75.5
52056,75.5
38263,75.42000000000002
40541,75.35
45503,75.30000000000001
55571,75.3
37478,75.25
38076,75.13999999999999
41441,75.1
39586,75.0
42285,75.0
50160,75.0
45111,75.0
36830,75.0
38726,75.0
42220,75.0
39547,75.0
37064,75.0
39390,75.0
42279,75.0
45560,75.0
43277,75.0
42027,75.0
45207,75.0
39535,75.0
39593,75.0
42001,75.0
45545,75.0
45519,75.0
42208,75.0
33181,75.0
42148,75.0
50206,75.0
39331,75.0
42209,75.0
43248,75.0
43927,75.0
43859,75.0
42168,75.0
43201,75.0
59742,75.0
38231,75.0
42430,75.0
40688,75.0
42016,75.0
50478,75.0
36916,75.0
45372,75.0
50161,75.0
36511,75.0
34871,75.0
45096,75.0
35899,75.0
34086,75.0
54580,75.0
48891,75.0
34101,75.0
39086,75.0
34116,75.0
48865,75.0
34126,75.0
48853,75.0
39073,75.0
52695,75.0
40208,75.0
37632,75.0
43622,75.0
41276,75.0
37647,75.0
44491,75.0
38569,75.0
43414,75.0
35482,75.0
35455,75.0
34291,75.0
39037,75.0
47091,75.0
41190,75.0
37595,75.0
37584,75.0
40166,75.0
39126,75.0
42671,75.0
30830,75.0
54343,75.0
44722,75.0
44720,75.0
44719,75.0
44712,75.0
28315,75.0
46614,75.0
32766,75.0
37506,75.0
46662,75.0
39093,75.0
51230,75.0
44671,75.0
33965,75.0
49027,75.0
34020,75.0
44610,75.0
51646,75.0
35766,75.0
44009,75.0
39097,75.0
41395,75.0
38090,75.0
40280,75.0
47101,75.0
28501,75.0
35056,75.0
42929,75.0
48249,75.0
38437,75.0
44318,75.0
37834,75.0
52492,75.0
43452,75.0
40919,75.0
43547,75.0
51097,75.0
55020,75.0
48307,75.0
47583,75.0
42981,75.0
44237,75.0
40590,75.0
43000,75.0
38469,75.0
37909,75.0
37916,75.0
31926,75.0
40808,75.0
40801,75.0
35070,75.0
34860,75.0
47103,75.0
40347,75.0
39025,75.0
47139,75.0
42844,75.0
44431,75.0
44417,75.0
55587,75.0
35360,75.0
37716,75.0
41141,75.0
47183,75.0
52605,75.0
44042,75.0
41022,75.0
37742,75.0
41105,75.0
41104,75.0
44404,75.0
56939,75.0
43598,75.0
37773,75.0
47339,75.0
37800,75.0
34532,75.0
44350,75.0
60305,75.0
32248,75.0
44737,75.0
41755,75.0
46088,75.0
41819,75.0
46104,75.0
49569,75.0
42530,75.0
36262,75.0
43310,75.0
41789,75.0
33669,75.0
53043,75.0
33690,75.0
46387,75.0
49468,75.0
51807,75.0
58328,75.0
43764,75.0
39238,75.0
42573,75.0
39225,75.0
33799,75.0
44836,75.0
46379,75.0
50613,75.0
46069,75.0
37240,75.0
32962,75.0
41961,75.0
36467,75.0
53713,75.0
45060,75.0
45871,75.0
49801,75.0
51340,75.0
39654,75.0
42465,75.0
33510,75.0
45922,75.0
49743,75.0
49738,75.0
45011,75.0
45007,75.0
44998,75.0
38271,75.0
42499,75.0
46041,75.0
41856,75.0
39740,75.0
33822,75.0
